pdb_id,title,journal,authors,doi,pmid,got_paper
7JX3,Mapping Neutralizing and Immunodominant Sites on the SARS-CoV-2 Spike Receptor-Binding Domain by Structure-Guided High-Resolution Serology.,Cell,"['Piccoli, L.', 'Park, Y.J.', 'Tortorici, M.A.', 'Czudnochowski, N.', 'Walls, A.C.', 'Beltramello, M.', 'Silacci-Fregni, C.', 'Pinto, D.', 'Rosen, L.E.', 'Bowen, J.E.', 'Acton, O.J.', 'Jaconi, S.', 'Guarino, B.', 'Minola, A.', 'Zatta, F.', 'Sprugasci, N.', 'Bassi, J.', 'Peter, A.', 'De Marco, A.', 'Nix, J.C.', 'Mele, F.', 'Jovic, S.', 'Rodriguez, B.F.', 'Gupta, S.V.', 'Jin, F.', 'Piumatti, G.', 'Lo Presti, G.', 'Pellanda, A.F.', 'Biggiogero, M.', 'Tarkowski, M.', 'Pizzuto, M.S.', 'Cameroni, E.', 'Havenar-Daughton, C.', 'Smithey, M.', 'Hong, D.', 'Lepori, V.', 'Albanese, E.', 'Ceschi, A.', 'Bernasconi, E.', 'Elzi, L.', 'Ferrari, P.', 'Garzoni, C.', 'Riva, A.', 'Snell, G.', 'Sallusto, F.', 'Fink, K.', 'Virgin, H.W.', 'Lanzavecchia, A.', 'Corti, D.', 'Veesler, D.']",10.1016/j.cell.2020.09.037,32991844.0,False
7K43,Ultrapotent human antibodies protect against SARS-CoV-2 challenge via multiple mechanisms.,Science,"['Tortorici, M.A.', 'Beltramello, M.', 'Lempp, F.A.', 'Pinto, D.', 'Dang, H.V.', 'Rosen, L.E.', 'McCallum, M.', 'Bowen, J.', 'Minola, A.', 'Jaconi, S.', 'Zatta, F.', 'De Marco, A.', 'Guarino, B.', 'Bianchi, S.', 'Lauron, E.J.', 'Tucker, H.', 'Zhou, J.', 'Peter, A.', 'Havenar-Daughton, C.', 'Wojcechowskyj, J.A.', 'Case, J.B.', 'Chen, R.E.', 'Kaiser, H.', 'Montiel-Ruiz, M.', 'Meury, M.', 'Czudnochowski, N.', 'Spreafico, R.', 'Dillen, J.', 'Ng, C.', 'Sprugasci, N.', 'Culap, K.', 'Benigni, F.', 'Abdelnabi, R.', 'Foo, S.C.', 'Schmid, M.A.', 'Cameroni, E.', 'Riva, A.', 'Gabrieli, A.', 'Galli, M.', 'Pizzuto, M.S.', 'Neyts, J.', 'Diamond, M.S.', 'Virgin, H.W.', 'Snell, G.', 'Corti, D.', 'Fink, K.', 'Veesler, D.']",10.1126/science.abe3354,32972994.0,True
7K8M,SARS-CoV-2 neutralizing antibody structures inform therapeutic strategies.,Nature,"['Barnes, C.O.', 'Jette, C.A.', 'Abernathy, M.E.', 'Dam, K.A.', 'Esswein, S.R.', 'Gristick, H.B.', 'Malyutin, A.G.', 'Sharaf, N.G.', 'Huey-Tubman, K.E.', 'Lee, Y.E.', 'Robbiani, D.F.', 'Nussenzweig, M.C.', 'West Jr., A.P.', 'Bjorkman, P.J.']",10.1038/s41586-020-2852-1,33045718.0,True
7K8V,SARS-CoV-2 neutralizing antibody structures inform therapeutic strategies.,Nature,"['Barnes, C.O.', 'Jette, C.A.', 'Abernathy, M.E.', 'Dam, K.A.', 'Esswein, S.R.', 'Gristick, H.B.', 'Malyutin, A.G.', 'Sharaf, N.G.', 'Huey-Tubman, K.E.', 'Lee, Y.E.', 'Robbiani, D.F.', 'Nussenzweig, M.C.', 'West Jr., A.P.', 'Bjorkman, P.J.']",10.1038/s41586-020-2852-1,33045718.0,True
7K8W,SARS-CoV-2 neutralizing antibody structures inform therapeutic strategies.,Nature,"['Barnes, C.O.', 'Jette, C.A.', 'Abernathy, M.E.', 'Dam, K.A.', 'Esswein, S.R.', 'Gristick, H.B.', 'Malyutin, A.G.', 'Sharaf, N.G.', 'Huey-Tubman, K.E.', 'Lee, Y.E.', 'Robbiani, D.F.', 'Nussenzweig, M.C.', 'West Jr., A.P.', 'Bjorkman, P.J.']",10.1038/s41586-020-2852-1,33045718.0,True
7K8X,SARS-CoV-2 neutralizing antibody structures inform therapeutic strategies.,Nature,"['Barnes, C.O.', 'Jette, C.A.', 'Abernathy, M.E.', 'Dam, K.A.', 'Esswein, S.R.', 'Gristick, H.B.', 'Malyutin, A.G.', 'Sharaf, N.G.', 'Huey-Tubman, K.E.', 'Lee, Y.E.', 'Robbiani, D.F.', 'Nussenzweig, M.C.', 'West Jr., A.P.', 'Bjorkman, P.J.']",10.1038/s41586-020-2852-1,33045718.0,True
7LRS,Ultrapotent antibodies against diverse and highly transmissible SARS-CoV-2 variants.,Science,"['Wang, L.', 'Zhou, T.', 'Zhang, Y.', 'Yang, E.S.', 'Schramm, C.A.', 'Shi, W.', 'Pegu, A.', 'Oloniniyi, O.K.', 'Henry, A.R.', 'Darko, S.', 'Narpala, S.R.', 'Hatcher, C.', 'Martinez, D.R.', 'Tsybovsky, Y.', 'Phung, E.', 'Abiona, O.M.', 'Antia, A.', 'Cale, E.M.', 'Chang, L.A.', 'Choe, M.', 'Corbett, K.S.', 'Davis, R.L.', 'DiPiazza, A.T.', 'Gordon, I.J.', 'Hait, S.H.', 'Hermanus, T.', 'Kgagudi, P.', 'Laboune, F.', 'Leung, K.', 'Liu, T.', 'Mason, R.D.', 'Nazzari, A.F.', 'Novik, L.', ""O'Connell, S."", ""O'Dell, S."", 'Olia, A.S.', 'Schmidt, S.D.', 'Stephens, T.', 'Stringham, C.D.', 'Talana, C.A.', 'Teng, I.T.', 'Wagner, D.A.', 'Widge, A.T.', 'Zhang, B.', 'Roederer, M.', 'Ledgerwood, J.E.', 'Ruckwardt, T.J.', 'Gaudinski, M.R.', 'Moore, P.L.', 'Doria-Rose, N.A.', 'Baric, R.S.', 'Graham, B.S.', 'McDermott, A.B.', 'Douek, D.C.', 'Kwong, P.D.', 'Mascola, J.R.', 'Sullivan, N.J.', 'Misasi, J.']",10.1126/science.abh1766,34210892.0,False
7M42,The monoclonal antibody combination REGEN-COV protects against SARS-CoV-2 mutational escape in preclinical and human studies.,Cell,"['Copin, R.', 'Baum, A.', 'Wloga, E.', 'Pascal, K.E.', 'Giordano, S.', 'Fulton, B.O.', 'Zhou, A.', 'Negron, N.', 'Lanza, K.', 'Chan, N.', 'Coppola, A.', 'Chiu, J.', 'Ni, M.', 'Wei, Y.', 'Atwal, G.S.', 'Hernandez, A.R.', 'Saotome, K.', 'Zhou, Y.', 'Franklin, M.C.', 'Hooper, A.T.', 'McCarthy, S.', 'Hamon, S.', 'Hamilton, J.D.', 'Staples, H.M.', 'Alfson, K.', 'Carrion Jr., R.', 'Ali, S.', 'Norton, T.', 'Somersan-Karakaya, S.', 'Sivapalasingam, S.', 'Herman, G.A.', 'Weinreich, D.M.', 'Lipsich, L.', 'Stahl, N.', 'Murphy, A.J.', 'Yancopoulos, G.D.', 'Kyratsous, C.A.']",10.1016/j.cell.2021.06.002,34161776.0,True
7M6D,B cell genomics behind cross-neutralization of SARS-CoV-2 variants and SARS-CoV.,Cell,"['Scheid, J.F.', 'Barnes, C.O.', 'Eraslan, B.', 'Hudak, A.', 'Keeffe, J.R.', 'Cosimi, L.A.', 'Brown, E.M.', 'Muecksch, F.', 'Weisblum, Y.', 'Zhang, S.', 'Delorey, T.', 'Woolley, A.E.', 'Ghantous, F.', 'Park, S.M.', 'Phillips, D.', 'Tusi, B.', 'Huey-Tubman, K.E.', 'Cohen, A.A.', 'Gnanapragasam, P.N.P.', 'Rzasa, K.', 'Hatziioanno, T.', 'Durney, M.A.', 'Gu, X.', 'Tada, T.', 'Landau, N.R.', 'West Jr., A.P.', 'Rozenblatt-Rosen, O.', 'Seaman, M.S.', 'Baden, L.R.', 'Graham, D.B.', 'Deguine, J.', 'Bieniasz, P.D.', 'Regev, A.', 'Hung, D.', 'Bjorkman, P.J.', 'Xavier, R.J.']",10.1016/j.cell.2021.04.032,34015271.0,True
7M6F,B cell genomics behind cross-neutralization of SARS-CoV-2 variants and SARS-CoV.,Cell,"['Scheid, J.F.', 'Barnes, C.O.', 'Eraslan, B.', 'Hudak, A.', 'Keeffe, J.R.', 'Cosimi, L.A.', 'Brown, E.M.', 'Muecksch, F.', 'Weisblum, Y.', 'Zhang, S.', 'Delorey, T.', 'Woolley, A.E.', 'Ghantous, F.', 'Park, S.M.', 'Phillips, D.', 'Tusi, B.', 'Huey-Tubman, K.E.', 'Cohen, A.A.', 'Gnanapragasam, P.N.P.', 'Rzasa, K.', 'Hatziioanno, T.', 'Durney, M.A.', 'Gu, X.', 'Tada, T.', 'Landau, N.R.', 'West Jr., A.P.', 'Rozenblatt-Rosen, O.', 'Seaman, M.S.', 'Baden, L.R.', 'Graham, D.B.', 'Deguine, J.', 'Bieniasz, P.D.', 'Regev, A.', 'Hung, D.', 'Bjorkman, P.J.', 'Xavier, R.J.']",10.1016/j.cell.2021.04.032,34015271.0,True
7M6G,B cell genomics behind cross-neutralization of SARS-CoV-2 variants and SARS-CoV.,Cell,"['Scheid, J.F.', 'Barnes, C.O.', 'Eraslan, B.', 'Hudak, A.', 'Keeffe, J.R.', 'Cosimi, L.A.', 'Brown, E.M.', 'Muecksch, F.', 'Weisblum, Y.', 'Zhang, S.', 'Delorey, T.', 'Woolley, A.E.', 'Ghantous, F.', 'Park, S.M.', 'Phillips, D.', 'Tusi, B.', 'Huey-Tubman, K.E.', 'Cohen, A.A.', 'Gnanapragasam, P.N.P.', 'Rzasa, K.', 'Hatziioanno, T.', 'Durney, M.A.', 'Gu, X.', 'Tada, T.', 'Landau, N.R.', 'West Jr., A.P.', 'Rozenblatt-Rosen, O.', 'Seaman, M.S.', 'Baden, L.R.', 'Graham, D.B.', 'Deguine, J.', 'Bieniasz, P.D.', 'Regev, A.', 'Hung, D.', 'Bjorkman, P.J.', 'Xavier, R.J.']",10.1016/j.cell.2021.04.032,34015271.0,True
7M6H,B cell genomics behind cross-neutralization of SARS-CoV-2 variants and SARS-CoV.,Cell,"['Scheid, J.F.', 'Barnes, C.O.', 'Eraslan, B.', 'Hudak, A.', 'Keeffe, J.R.', 'Cosimi, L.A.', 'Brown, E.M.', 'Muecksch, F.', 'Weisblum, Y.', 'Zhang, S.', 'Delorey, T.', 'Woolley, A.E.', 'Ghantous, F.', 'Park, S.M.', 'Phillips, D.', 'Tusi, B.', 'Huey-Tubman, K.E.', 'Cohen, A.A.', 'Gnanapragasam, P.N.P.', 'Rzasa, K.', 'Hatziioanno, T.', 'Durney, M.A.', 'Gu, X.', 'Tada, T.', 'Landau, N.R.', 'West Jr., A.P.', 'Rozenblatt-Rosen, O.', 'Seaman, M.S.', 'Baden, L.R.', 'Graham, D.B.', 'Deguine, J.', 'Bieniasz, P.D.', 'Regev, A.', 'Hung, D.', 'Bjorkman, P.J.', 'Xavier, R.J.']",10.1016/j.cell.2021.04.032,34015271.0,True
7MKL,A potently neutralizing SARS-CoV-2 antibody inhibits variants of concern by utilizing unique binding residues in a highly conserved epitope.,Immunity,"['VanBlargan, L.A.', 'Adams, L.J.', 'Liu, Z.', 'Chen, R.E.', 'Gilchuk, P.', 'Raju, S.', 'Smith, B.K.', 'Zhao, H.', 'Case, J.B.', 'Winkler, E.S.', 'Whitener, B.M.', 'Droit, L.', 'Aziati, I.D.', 'Bricker, T.L.', 'Joshi, A.', 'Shi, P.Y.', 'Creanga, A.', 'Pegu, A.', 'Handley, S.A.', 'Wang, D.', 'Boon, A.C.M.', 'Crowe Jr., J.E.', 'Whelan, S.P.J.', 'Fremont, D.H.', 'Diamond, M.S.']",10.1016/j.immuni.2021.08.016,34481543.0,True
7MLZ,Ultrapotent antibodies against diverse and highly transmissible SARS-CoV-2 variants.,Science,"['Wang, L.', 'Zhou, T.', 'Zhang, Y.', 'Yang, E.S.', 'Schramm, C.A.', 'Shi, W.', 'Pegu, A.', 'Oloniniyi, O.K.', 'Henry, A.R.', 'Darko, S.', 'Narpala, S.R.', 'Hatcher, C.', 'Martinez, D.R.', 'Tsybovsky, Y.', 'Phung, E.', 'Abiona, O.M.', 'Antia, A.', 'Cale, E.M.', 'Chang, L.A.', 'Choe, M.', 'Corbett, K.S.', 'Davis, R.L.', 'DiPiazza, A.T.', 'Gordon, I.J.', 'Hait, S.H.', 'Hermanus, T.', 'Kgagudi, P.', 'Laboune, F.', 'Leung, K.', 'Liu, T.', 'Mason, R.D.', 'Nazzari, A.F.', 'Novik, L.', ""O'Connell, S."", ""O'Dell, S."", 'Olia, A.S.', 'Schmidt, S.D.', 'Stephens, T.', 'Stringham, C.D.', 'Talana, C.A.', 'Teng, I.T.', 'Wagner, D.A.', 'Widge, A.T.', 'Zhang, B.', 'Roederer, M.', 'Ledgerwood, J.E.', 'Ruckwardt, T.J.', 'Gaudinski, M.R.', 'Moore, P.L.', 'Doria-Rose, N.A.', 'Baric, R.S.', 'Graham, B.S.', 'McDermott, A.B.', 'Douek, D.C.', 'Kwong, P.D.', 'Mascola, J.R.', 'Sullivan, N.J.', 'Misasi, J.']",10.1126/science.abh1766,34210892.0,False
7N4I,Low-dose in vivo protection and neutralization across SARS-CoV-2 variants by monoclonal antibody combinations.,Nat.Immunol.,"['Dussupt, V.', 'Sankhala, R.S.', 'Mendez-Rivera, L.', 'Townsley, S.M.', 'Schmidt, F.', 'Wieczorek, L.', 'Lal, K.G.', 'Donofrio, G.C.', 'Tran, U.', 'Jackson, N.D.', 'Zaky, W.I.', 'Zemil, M.', 'Tritsch, S.R.', 'Chen, W.H.', 'Martinez, E.J.', 'Ahmed, A.', 'Choe, M.', 'Chang, W.C.', 'Hajduczki, A.', 'Jian, N.', 'Peterson, C.E.', 'Rees, P.A.', 'Rutkowska, M.', 'Slike, B.M.', 'Selverian, C.N.', 'Swafford, I.', 'Teng, I.T.', 'Thomas, P.V.', 'Zhou, T.', 'Smith, C.J.', 'Currier, J.R.', 'Kwong, P.D.', 'Rolland, M.', 'Davidson, E.', 'Doranz, B.J.', 'Mores, C.N.', 'Hatziioannou, T.', 'Reiley, W.W.', 'Bieniasz, P.D.', 'Paquin-Proulx, D.', 'Gromowski, G.D.', 'Polonis, V.R.', 'Michael, N.L.', 'Modjarrad, K.', 'Joyce, M.G.', 'Krebs, S.J.']",10.1038/s41590-021-01068-z,34716452.0,True
7N4J,Low-dose in vivo protection and neutralization across SARS-CoV-2 variants by monoclonal antibody combinations.,Nat.Immunol.,"['Dussupt, V.', 'Sankhala, R.S.', 'Mendez-Rivera, L.', 'Townsley, S.M.', 'Schmidt, F.', 'Wieczorek, L.', 'Lal, K.G.', 'Donofrio, G.C.', 'Tran, U.', 'Jackson, N.D.', 'Zaky, W.I.', 'Zemil, M.', 'Tritsch, S.R.', 'Chen, W.H.', 'Martinez, E.J.', 'Ahmed, A.', 'Choe, M.', 'Chang, W.C.', 'Hajduczki, A.', 'Jian, N.', 'Peterson, C.E.', 'Rees, P.A.', 'Rutkowska, M.', 'Slike, B.M.', 'Selverian, C.N.', 'Swafford, I.', 'Teng, I.T.', 'Thomas, P.V.', 'Zhou, T.', 'Smith, C.J.', 'Currier, J.R.', 'Kwong, P.D.', 'Rolland, M.', 'Davidson, E.', 'Doranz, B.J.', 'Mores, C.N.', 'Hatziioannou, T.', 'Reiley, W.W.', 'Bieniasz, P.D.', 'Paquin-Proulx, D.', 'Gromowski, G.D.', 'Polonis, V.R.', 'Michael, N.L.', 'Modjarrad, K.', 'Joyce, M.G.', 'Krebs, S.J.']",10.1038/s41590-021-01068-z,34716452.0,True
7N4L,Low-dose in vivo protection and neutralization across SARS-CoV-2 variants by monoclonal antibody combinations.,Nat.Immunol.,"['Dussupt, V.', 'Sankhala, R.S.', 'Mendez-Rivera, L.', 'Townsley, S.M.', 'Schmidt, F.', 'Wieczorek, L.', 'Lal, K.G.', 'Donofrio, G.C.', 'Tran, U.', 'Jackson, N.D.', 'Zaky, W.I.', 'Zemil, M.', 'Tritsch, S.R.', 'Chen, W.H.', 'Martinez, E.J.', 'Ahmed, A.', 'Choe, M.', 'Chang, W.C.', 'Hajduczki, A.', 'Jian, N.', 'Peterson, C.E.', 'Rees, P.A.', 'Rutkowska, M.', 'Slike, B.M.', 'Selverian, C.N.', 'Swafford, I.', 'Teng, I.T.', 'Thomas, P.V.', 'Zhou, T.', 'Smith, C.J.', 'Currier, J.R.', 'Kwong, P.D.', 'Rolland, M.', 'Davidson, E.', 'Doranz, B.J.', 'Mores, C.N.', 'Hatziioannou, T.', 'Reiley, W.W.', 'Bieniasz, P.D.', 'Paquin-Proulx, D.', 'Gromowski, G.D.', 'Polonis, V.R.', 'Michael, N.L.', 'Modjarrad, K.', 'Joyce, M.G.', 'Krebs, S.J.']",10.1038/s41590-021-01068-z,34716452.0,True
7N4M,Low-dose in vivo protection and neutralization across SARS-CoV-2 variants by monoclonal antibody combinations.,Nat.Immunol.,"['Dussupt, V.', 'Sankhala, R.S.', 'Mendez-Rivera, L.', 'Townsley, S.M.', 'Schmidt, F.', 'Wieczorek, L.', 'Lal, K.G.', 'Donofrio, G.C.', 'Tran, U.', 'Jackson, N.D.', 'Zaky, W.I.', 'Zemil, M.', 'Tritsch, S.R.', 'Chen, W.H.', 'Martinez, E.J.', 'Ahmed, A.', 'Choe, M.', 'Chang, W.C.', 'Hajduczki, A.', 'Jian, N.', 'Peterson, C.E.', 'Rees, P.A.', 'Rutkowska, M.', 'Slike, B.M.', 'Selverian, C.N.', 'Swafford, I.', 'Teng, I.T.', 'Thomas, P.V.', 'Zhou, T.', 'Smith, C.J.', 'Currier, J.R.', 'Kwong, P.D.', 'Rolland, M.', 'Davidson, E.', 'Doranz, B.J.', 'Mores, C.N.', 'Hatziioannou, T.', 'Reiley, W.W.', 'Bieniasz, P.D.', 'Paquin-Proulx, D.', 'Gromowski, G.D.', 'Polonis, V.R.', 'Michael, N.L.', 'Modjarrad, K.', 'Joyce, M.G.', 'Krebs, S.J.']",10.1038/s41590-021-01068-z,34716452.0,True
7R6W,SARS-CoV-2 RBD antibodies that maximize breadth and resistance to escape.,Nature,"['Starr, T.N.', 'Czudnochowski, N.', 'Liu, Z.', 'Zatta, F.', 'Park, Y.J.', 'Addetia, A.', 'Pinto, D.', 'Beltramello, M.', 'Hernandez, P.', 'Greaney, A.J.', 'Marzi, R.', 'Glass, W.G.', 'Zhang, I.', 'Dingens, A.S.', 'Bowen, J.E.', 'Tortorici, M.A.', 'Walls, A.C.', 'Wojcechowskyj, J.A.', 'De Marco, A.', 'Rosen, L.E.', 'Zhou, J.', 'Montiel-Ruiz, M.', 'Kaiser, H.', 'Dillen, J.R.', 'Tucker, H.', 'Bassi, J.', 'Silacci-Fregni, C.', 'Housley, M.P.', 'di Iulio, J.', 'Lombardo, G.', 'Agostini, M.', 'Sprugasci, N.', 'Culap, K.', 'Jaconi, S.', 'Meury, M.', 'Dellota Jr., E.', 'Abdelnabi, R.', 'Foo, S.C.', 'Cameroni, E.', 'Stumpf, S.', 'Croll, T.I.', 'Nix, J.C.', 'Havenar-Daughton, C.', 'Piccoli, L.', 'Benigni, F.', 'Neyts, J.', 'Telenti, A.', 'Lempp, F.A.', 'Pizzuto, M.S.', 'Chodera, J.D.', 'Hebner, C.M.', 'Virgin, H.W.', 'Whelan, S.P.J.', 'Veesler, D.', 'Corti, D.', 'Bloom, J.D.', 'Snell, G.']",10.1038/s41586-021-03807-6,34261126.0,True
7R7N,SARS-CoV-2 RBD antibodies that maximize breadth and resistance to escape.,Nature,"['Starr, T.N.', 'Czudnochowski, N.', 'Liu, Z.', 'Zatta, F.', 'Park, Y.J.', 'Addetia, A.', 'Pinto, D.', 'Beltramello, M.', 'Hernandez, P.', 'Greaney, A.J.', 'Marzi, R.', 'Glass, W.G.', 'Zhang, I.', 'Dingens, A.S.', 'Bowen, J.E.', 'Tortorici, M.A.', 'Walls, A.C.', 'Wojcechowskyj, J.A.', 'De Marco, A.', 'Rosen, L.E.', 'Zhou, J.', 'Montiel-Ruiz, M.', 'Kaiser, H.', 'Dillen, J.R.', 'Tucker, H.', 'Bassi, J.', 'Silacci-Fregni, C.', 'Housley, M.P.', 'di Iulio, J.', 'Lombardo, G.', 'Agostini, M.', 'Sprugasci, N.', 'Culap, K.', 'Jaconi, S.', 'Meury, M.', 'Dellota Jr., E.', 'Abdelnabi, R.', 'Foo, S.C.', 'Cameroni, E.', 'Stumpf, S.', 'Croll, T.I.', 'Nix, J.C.', 'Havenar-Daughton, C.', 'Piccoli, L.', 'Benigni, F.', 'Neyts, J.', 'Telenti, A.', 'Lempp, F.A.', 'Pizzuto, M.S.', 'Chodera, J.D.', 'Hebner, C.M.', 'Virgin, H.W.', 'Whelan, S.P.J.', 'Veesler, D.', 'Corti, D.', 'Bloom, J.D.', 'Snell, G.']",10.1038/s41586-021-03807-6,34261126.0,True
7SN2,Structural basis for continued antibody evasion by the SARS-CoV-2 receptor binding domain.,Science,"['Nabel, K.G.', 'Clark, S.A.', 'Shankar, S.', 'Pan, J.', 'Clark, L.E.', 'Yang, P.', 'Coscia, A.', 'McKay, L.G.A.', 'Varnum, H.H.', 'Brusic, V.', 'Tolan, N.V.', 'Zhou, G.', 'Desjardins, M.', 'Turbett, S.E.', 'Kanjilal, S.', 'Sherman, A.C.', 'Dighe, A.', 'LaRocque, R.C.', 'Ryan, E.T.', 'Tylek, C.', 'Cohen-Solal, J.F.', 'Darcy, A.T.', 'Tavella, D.', 'Clabbers, A.', 'Fan, Y.', 'Griffiths, A.', 'Correia, I.R.', 'Seagal, J.', 'Baden, L.R.', 'Charles, R.C.', 'Abraham, J.']",10.1126/science.abl6251,34855508.0,False
1HZH,Crystal structure of a neutralizing human IGG against HIV-1: a template for vaccine design.,Science,"['Saphire, E.O.', 'Parren, P.W.', 'Pantophlet, R.', 'Zwick, M.B.', 'Morris, G.M.', 'Rudd, P.M.', 'Dwek, R.A.', 'Stanfield, R.L.', 'Burton, D.R.', 'Wilson, I.A.']",10.1126/science.1061692,11498595.0,False
6WS6,Cross-neutralization of SARS-CoV-2 by a human monoclonal SARS-CoV antibody.,Nature,"['Pinto, D.', 'Park, Y.J.', 'Beltramello, M.', 'Walls, A.C.', 'Tortorici, M.A.', 'Bianchi, S.', 'Jaconi, S.', 'Culap, K.', 'Zatta, F.', 'De Marco, A.', 'Peter, A.', 'Guarino, B.', 'Spreafico, R.', 'Cameroni, E.', 'Case, J.B.', 'Chen, R.E.', 'Havenar-Daughton, C.', 'Snell, G.', 'Telenti, A.', 'Virgin, H.W.', 'Lanzavecchia, A.', 'Diamond, M.S.', 'Fink, K.', 'Veesler, D.', 'Corti, D.']",10.1038/s41586-020-2349-y,32422645.0,True
7KMG,"The neutralizing antibody, LY-CoV555, protects against SARS-CoV-2 infection in nonhuman primates.",Sci Transl Med,"['Jones, B.E.', 'Brown-Augsburger, P.L.', 'Corbett, K.S.', 'Westendorf, K.', 'Davies, J.', 'Cujec, T.P.', 'Wiethoff, C.M.', 'Blackbourne, J.L.', 'Heinz, B.A.', 'Foster, D.', 'Higgs, R.E.', 'Balasubramaniam, D.', 'Wang, L.', 'Zhang, Y.', 'Yang, E.S.', 'Bidshahri, R.', 'Kraft, L.', 'Hwang, Y.', 'Zentelis, S.', 'Jepson, K.R.', 'Goya, R.', 'Smith, M.A.', 'Collins, D.W.', 'Hinshaw, S.J.', 'Tycho, S.A.', 'Pellacani, D.', 'Xiang, P.', 'Muthuraman, K.', 'Sobhanifar, S.', 'Piper, M.H.', 'Triana, F.J.', 'Hendle, J.', 'Pustilnik, A.', 'Adams, A.C.', 'Berens, S.J.', 'Baric, R.S.', 'Martinez, D.R.', 'Cross, R.W.', 'Geisbert, T.W.', 'Borisevich, V.', 'Abiona, O.', 'Belli, H.M.', 'de Vries, M.', 'Mohamed, A.', 'Dittmann, M.', 'Samanovic, M.I.', 'Mulligan, M.J.', 'Goldsmith, J.A.', 'Hsieh, C.L.', 'Johnson, N.V.', 'Wrapp, D.', 'McLellan, J.S.', 'Barnhart, B.C.', 'Graham, B.S.', 'Mascola, J.R.', 'Hansen, C.L.', 'Falconer, E.']",10.1126/scitranslmed.abf1906,33820835.0,True
7L7E,Crystal structure of SARS-CoV-2 spike RBD in complex with human monoclonal antibodies AZD8895 and AZD1061,To Be Published,"['Dong, J.']",,,
7LD1,In vitro and in vivo functions of SARS-CoV-2 infection-enhancing and neutralizing antibodies.,Cell,"['Li, D.', 'Edwards, R.J.', 'Manne, K.', 'Martinez, D.R.', 'Schafer, A.', 'Alam, S.M.', 'Wiehe, K.', 'Lu, X.', 'Parks, R.', 'Sutherland, L.L.', 'Oguin 3rd, T.H.', 'McDanal, C.', 'Perez, L.G.', 'Mansouri, K.', 'Gobeil, S.M.C.', 'Janowska, K.', 'Stalls, V.', 'Kopp, M.', 'Cai, F.', 'Lee, E.', 'Foulger, A.', 'Hernandez, G.E.', 'Sanzone, A.', 'Tilahun, K.', 'Jiang, C.', 'Tse, L.V.', 'Bock, K.W.', 'Minai, M.', 'Nagata, B.M.', 'Cronin, K.', 'Gee-Lai, V.', 'Deyton, M.', 'Barr, M.', 'Von Holle, T.', 'Macintyre, A.N.', 'Stover, E.', 'Feldman, J.', 'Hauser, B.M.', 'Caradonna, T.M.', 'Scobey, T.D.', 'Rountree, W.', 'Wang, Y.', 'Moody, M.A.', 'Cain, D.W.', 'DeMarco, C.T.', 'Denny, T.N.', 'Woods, C.W.', 'Petzold, E.W.', 'Schmidt, A.G.', 'Teng, I.T.', 'Zhou, T.', 'Kwong, P.D.', 'Mascola, J.R.', 'Graham, B.S.', 'Moore, I.N.', 'Seder, R.', 'Andersen, H.', 'Lewis, M.G.', 'Montefiori, D.C.', 'Sempowski, G.D.', 'Baric, R.S.', 'Acharya, P.', 'Haynes, B.F.', 'Saunders, K.O.']",10.1016/j.cell.2021.06.021,34242577.0,True
7MMO,LY-CoV1404 (bebtelovimab) potently neutralizes SARS-CoV-2 variants.,Biorxiv,"['Westendorf, K.', 'Wang, L.', 'Zentelis, S.', 'Foster, D.', 'Vaillancourt, P.', 'Wiggin, M.', 'Lovett, E.', 'van der Lee, R.', 'Hendle, J.', 'Pustilnik, A.', 'Sauder, J.M.', 'Kraft, L.', 'Hwang, Y.', 'Siegel, R.W.', 'Chen, J.', 'Heinz, B.A.', 'Higgs, R.E.', 'Kallewaard, N.', 'Jepson, K.', 'Goya, R.', 'Smith, M.A.', 'Collins, D.W.', 'Pellacani, D.', 'Xiang, P.', 'de Puyraimond, V.', 'Ricicova, M.', 'Devorkin, L.', 'Pritchard, C.', ""O'Neill, A."", 'Dalal, K.', 'Panwar, P.', 'Dhupar, H.', 'Garces, F.A.', 'Cohen, C.', 'Dye, J.', 'Huie, K.E.', 'Badger, C.V.', 'Kobasa, D.', 'Audet, J.', 'Freitas, J.J.', 'Hassanali, S.', 'Hughes, I.', 'Munoz, L.', 'Palma, H.C.', 'Ramamurthy, B.', 'Cross, R.W.', 'Geisbert, T.W.', 'Menacherry, V.', 'Lokugamage, K.', 'Borisevich, V.', 'Lanz, I.', 'Anderson, L.', 'Sipahimalani, P.', 'Corbett, K.S.', 'Yang, E.S.', 'Zhang, Y.', 'Shi, W.', 'Zhou, T.', 'Choe, M.', 'Misasi, J.', 'Kwong, P.D.', 'Sullivan, N.J.', 'Graham, B.S.', 'Fernandez, T.L.', 'Hansen, C.L.', 'Falconer, E.', 'Mascola, J.R.', 'Jones, B.E.', 'Barnhart, B.C.']",10.1101/2021.04.30.442182,33972947.0,True
