doi,title,journal,authors,date,source,pmid,pmc,genbank,pdb,accession,protein,nucleotide,geninfo,refseq
10.1021/jacs.1c07965,Predicting Mutational Effects on Receptor Binding of the Spike Protein of SARS-CoV-2 Variants.,Journal of the American Chemical Society,"['Bai, C.', 'Wang, J.', 'Chen, G.', 'Zhang, H.', 'An, K.', 'Xu, P.', 'Du, Y.', 'Ye, R.D.', 'Saha, A.', 'Zhang, A.', 'Warshel, A.']",2021-10-15,pubmed,34648291,8525340,False,True,False,True,True,False,False
10.1007/s10875-021-01133-0,SARS-CoV-2 Vaccine Induced Atypical Immune Responses in Antibody Defects: Everybody Does their Best.,Journal of clinical immunology,"['Salinas, A.F.', 'Mortari, E.P.', 'Terreri, S.', 'Quintarelli, C.', 'Pulvirenti, F.', 'Cecca, S.D.', 'Guercio, M.', 'Milito, C.', 'Bonanni, L.', 'Auria, S.', 'Romaggioli, L.', 'Cusano, G.', 'Albano, C.', 'Zaffina, S.', 'Perno, C.F.', 'Spadaro, G.', 'Locatelli, F.', 'Carsetti, R.', 'Quinti, I.']",2021-10-21,pubmed,34669144,8527979,False,True,False,True,True,False,False
10.1001/jama.2021.3645,Immunogenicity of the Ad26.COV2.S Vaccine for COVID-19.,JAMA,"['Stephenson, K.E.', 'Gars, M.L.', 'Sadoff, J.', 'Groot, A.M.', 'Heerwegh, D.', 'Truyers, C.', 'Atyeo, C.', 'Loos, C.', 'Chandrashekar, A.', 'McMahan, K.', 'Tostanoski, L.H.', 'Yu, J.', 'Gebre, M.S.', 'Jacob-Dolan, C.', 'Li, Z.', 'Patel, S.', 'Peter, L.', 'Liu, J.', 'Borducchi, E.N.', 'Nkolola, J.P.', 'Souza, M.', 'Tan, C.S.', 'Zash, R.', 'Julg, B.', 'Nathavitharana, R.R.', 'Shapiro, R.L.', 'Azim, A.A.', 'Alonso, C.D.', 'Jaegle, K.', 'Ansel, J.L.', 'Kanjilal, D.G.', 'Guiney, C.J.', 'Bradshaw, C.', 'Tyler, A.', 'Makoni, T.', 'Yanosick, K.E.', 'Seaman, M.S.', 'Lauffenburger, D.A.', 'Alter, G.', 'Struyf, F.', 'Douoguih, M.', 'Hoof, J.V.', 'Schuitemaker, H.', 'Barouch, D.H.']",2021-03-12,pubmed,33704352,7953339,False,True,False,True,True,False,False
10.1186/s12879-021-06902-1,Emergence of SARS-CoV-2 resistance mutations in a patient who received anti-SARS-COV2 spike protein monoclonal antibodies: a case report.,BMC infectious diseases,"['Fenaux, H.', 'Gueneau, R.', 'Chaghouri, A.', 'Henry, B.', 'Mouna, L.', 'Roque-Afonso, A.', 'Vauloup-Fellous, C.']",2021-12-09,pubmed,34876033,8649676,False,True,False,True,True,False,True
10.1371/journal.pone.0076469,Role of the spike glycoprotein of human Middle East respiratory syndrome coronavirus (MERS-CoV) in virus entry and syncytia formation.,PloS one,"['Qian, Z.', 'Dominguez, S.R.', 'Holmes, K.V.']",2013-10-08,pubmed,24098509,3789674,True,True,False,True,True,False,False
10.1093/labmed/lmab085,Quantitative Detection of Anti-SARS-CoV-2 Antibodies Using Indirect ELISA.,Laboratory medicine,"['Luo, S.', 'Xu, J.', 'Cho, C.Y.', 'Zhu, S.', 'Whittaker, K.C.', 'Wang, X.', 'Feng, J.', 'Wang, M.', 'Xie, S.', 'Fang, J.', 'Huang, A.S.', 'Song, X.', 'Huang, R.']",2021-11-01,pubmed,34718706,8574490,True,True,True,True,True,False,False
10.1101/2022.01.26.477937,Germinal center-derived broadly neutralizing antibodies adapt to SARS-CoV-2 antigenic drift,bioRxiv : the preprint server for biology,"['Shitaoka, K.', 'Kawano, Y.', 'Higashiura, A.', 'Mizoguchi, Y.', 'Hashiguchi, T.', 'Nishimichi, N.', 'Huang, S.', 'Ito, A.', 'Yamamoto, A.', 'Ohki, S.', 'Kanda, M.', 'Taniguchi, T.', 'Yokosaki, Y.', 'Okada, S.', 'Sakaguchi, T.', 'Yasuda, T.']",2022-01-27,biorxiv,,,True,True,True,True,True,False,False
10.1021/acscentsci.1c00596,Polymersomes Decorated with the SARS-CoV-2 Spike Protein Receptor-Binding Domain Elicit Robust Humoral and Cellular Immunity.,ACS central science,"['Volpatti, L.R.', 'Wallace, R.P.', 'Cao, S.', 'Raczy, M.M.', 'Wang, R.', 'Gray, L.T.', 'Alpar, A.T.', 'Briquez, P.S.', 'Mitrousis, N.', 'Marchell, T.M.', 'Sasso, M.S.', 'Nguyen, M.', 'Mansurov, A.', 'Budina, E.', 'Solanki, A.', 'Watkins, E.A.', 'Schnorenberg, M.R.', 'Tremain, A.C.', 'Reda, J.W.', 'Nicolaescu, V.', 'Furlong, K.', 'Dvorkin, S.', 'Yu, S.S.', 'Manicassamy, B.', 'Belle, J.L.L.', 'Tirrell, M.V.', 'Randall, G.', 'Kwissa, M.', 'Swartz, M.A.', 'Hubbell, J.A.']",2021-09-02,pubmed,34466656,8315245,False,True,True,True,True,False,False
10.1101/2020.06.18.160655,A single dose of recombinant VSV-{triangleup}G-spike vaccine provides protection against SARS-CoV-2 challenge,bioRxiv : the preprint server for biology,"['Yahalom-Ronen, Y.', 'Tamir, H.', 'Melamed, S.', 'Politi, B.', 'Shifman, O.', 'Achdout, H.', 'B.Vitner, E.', 'Israeli, O.', 'Milrot, E.', 'Stein, D.', 'Cohen-Gihon, I.', 'Lazar, S.', 'Gutman, H.', 'Glinert, I.', 'Cherry, L.', 'Vagima, Y.', 'Lazar, S.', 'Weiss, S.', 'Ben-Shmuel, A.', 'Avraham, R.', 'Puni, R.', 'Lupu, E.', 'BarDavid, E.', 'Sittner, A.', 'Erez, N.', 'Zichel, R.', 'Mamroud, E.', 'Mazor, O.', 'Levy, H.', 'Laskar, O.', 'Yitzhaki, S.', 'C.Shapira, S.', 'Zvi, A.', 'Beth-Din, A.', 'Paran, N.', 'Israely, T.']",2020-06-19,biorxiv,,,False,False,True,True,True,False,False
10.1016/j.mgene.2021.100967,"Phylogenicity of B.1.1.7 surface glycoprotein, novel distance function and first report of V90T missense mutation in SARS-CoV-2 surface glycoprotein.",Meta gene,"['Stojanov, D.']",2021-09-02,pubmed,34466389,8393516,False,True,True,True,True,False,False
10.1007/978-1-4615-1899-0_4,Biological and molecular differentiation between coronaviruses associated with neonatal calf diarrhoea and winter dysentery in adult cattle.,Advances in experimental medicine and biology,"['Millane, G.', 'Michaud, L.', 'Dea, S.']",1995-01-01,pubmed,,,False,False,False,True,True,False,False
10.1101/2022.01.26.477856,Anti-SARS-CoV-2 swine glyco-humanized polyclonal antibody XAV-19 retains neutralizing activity against SARS-CoV-2 B.1.1.529 (Omicron),bioRxiv : the preprint server for biology,"['Vanhove, B.', 'Marot, S.S.', 'Evanno, G.', 'Mallet, I.', 'Rouvray, G.', 'Shneiker, F.', 'Mevel, E.', 'Ciron, C.', 'Rousse, J.', 'Royer, P.-J.', 'Lheriteau, E.', 'Raffi, F.', 'Duvaux, O.', 'Marcelin, A.-G.', 'Calvez, V.']",2022-01-26,biorxiv,,,True,False,True,True,False,False,False
10.1038/s41586-021-03744-4,Antibody epitopes in vaccine-induced immune thrombotic thrombocytopaenia.,Nature,"['Huynh, A.', 'Kelton, J.G.', 'Arnold, D.M.', 'Daka, M.', 'Nazy, I.']",2021-07-08,pubmed,34233346,,False,True,False,True,False,False,False
10.1101/2020.11.17.20233452,Patterns and persistence of SARS-CoV-2 IgG antibodies in Chicago to monitor COVID-19 exposure.,medRxiv : the preprint server for health sciences,"['Demonbreun, A.R.', 'McDade, T.W.', 'Pesce, L.', 'Vaught, L.A.', 'Reiser, N.L.', 'Bogdanovic, E.', 'Velez, M.P.', 'Hsieh, R.R.', 'Simons, L.M.', 'Saber, R.', 'Ryan, D.T.', 'Ison, M.G.', 'Hultquist, J.F.', 'Wilkins, J.T.', 'Aquila, R.T.D.', 'Mustanski, B.', 'McNally, E.M.']",2020-11-26,pubmed,33236031,7685344,False,True,False,True,True,False,False
10.7326/M21-4176,SARS-CoV-2 Vaccine Antibody Response and Breakthrough Infection in Patients Receiving Dialysis.,Annals of internal medicine,"['Anand, S.', 'Montez-Rath, M.E.', 'Han, J.', 'Garcia, P.', 'Cadden, L.C.', 'Hunsader, P.', 'Morgan, C.', 'Kerschmann, R.', 'Beyer, P.', 'Dittrich, M.', 'Block, G.A.', 'Chertow, G.M.', 'Parsonnet, J.']",2021-12-15,pubmed,34904856,8722718,False,True,False,True,True,False,False
10.1128/CVI.05716-12,Comparative evaluation of two hemagglutinating encephalomyelitis coronavirus vaccine candidates in mice.,Clinical and vaccine immunology : CVI,"['Chen, K.', 'Zhao, K.', 'He, W.', 'Gao, W.', 'Zhao, C.', 'Wang, L.', 'Pan, W.', 'Song, D.', 'Wang, C.', 'Gao, F.']",2012-04-21,pubmed,22518008,3393371,False,True,False,True,True,False,False
10.3389/fmed.2022.820151,Evaluation of Two Rapid Lateral Flow Tests and Two Surrogate ELISAs for the Detection of SARS-CoV-2 Specific Neutralizing Antibodies.,Frontiers in medicine,"['Girl, P.', 'Zwirglmaier, K.', 'Buttlar, H.', 'W, R.', 'M, K.']",2022-02-22,pubmed,35187003,8854747,False,True,False,True,True,False,False
10.1016/j.smim.2021.101507,Heterologous humoral immunity to human and zoonotic coronaviruses: Aiming for the achilles heel.,Seminars in immunology,"['Ng, K.W.', 'Faulkner, N.', 'Wrobel, A.G.', 'Gamblin, S.J.', 'Kassiotis, G.']",2021-10-31,pubmed,34716096,8542444,False,True,False,True,True,False,False
10.1101/2021.04.09.439181,Theoretical causes of the Brazilian P.1 and P.2 lineages of the SARS-CoV-2 virus through molecular dynamics,bioRxiv : the preprint server for biology,"['LimadeOliveira, M.D.', 'TeixeiradeOliveira, K.M.', 'NunesdaSilva, J.', 'Santos, C.', 'Bessa, J.', 'deFreitas, R.']",2021-08-27,biorxiv,,,False,True,False,True,False,False,False
10.1080/21645515.2021.1929034,Antibodies: what makes us stronger.,Human vaccines & immunotherapeutics,"['Freund, N.T.']",2021-05-26,pubmed,34032550,8437519,False,True,False,True,True,False,False
10.1038/s41423-020-00588-2,A longitudinal study of SARS-CoV-2-infected patients reveals a high correlation between neutralizing antibodies and COVID-19 severity.,Cellular & molecular immunology,"['Legros, V.', 'Denolly, S.', 'Vogrig, M.', 'Boson, B.', 'Siret, E.', 'Rigaill, J.', 'Pillet, S.', 'Grattard, F.', 'Gonzalo, S.', 'Verhoeven, P.', 'Allatif, O.', 'Berthelot, P.', 'P, C.', 'Thiery, G.', 'Botelho-Nevers, E.', 'Millet, G.', 'Morel, J.', 'Paul, S.', 'Walzer, T.', 'Cosset, F.L.', 'Bourlet, T.', 'Pozzetto, B.']",2021-01-08,pubmed,33408342,7786875,False,True,False,True,True,False,False
10.1101/2020.03.15.992883,A Cryptic Site of Vulnerability on the Receptor Binding Domain of the SARS-CoV-2 Spike Glycoprotein.,bioRxiv : the preprint server for biology,"['Joyce, M.G.', 'Sankhala, R.S.', 'Chen, W.', 'Choe, M.', 'Bai, H.', 'Hajduczki, A.', 'Yan, L.', 'Sterling, S.L.', 'Peterson, C.E.', 'Green, E.C.', 'Smith, C.', 'Val, N.', 'Amare, M.', 'Scott, P.', 'Laing, E.D.', 'Broder, C.C.', 'Rolland, M.', 'Michael, N.L.', 'Modjarrad, K.']",2020-06-09,pubmed,32511298,7217142,True,True,True,True,True,False,False
10.1002/eji.202149181,Immunological analysis of the murine anti-CD3-induced cytokine release syndrome model and therapeutic efficacy of anti-cytokine antibodies.,European journal of immunology,"['Nouveau, L.', 'Buatois, V.', 'Cons, L.', 'Chatel, L.', 'Pontini, G.', 'Pleche, N.', 'Ferlin, W.G.']",2021-05-05,pubmed,33945643,8237068,False,True,False,True,True,False,False
10.1101/2022.01.07.475330,"RelCoVax(R), a two antigen subunit protein vaccine candidate against SARS-CoV-2 induces strong immune responses in mice",bioRxiv : the preprint server for biology,"['Phatarphekar, A.', 'Reddy, G.V.', 'Gokhale, A.', 'Karanam, G.', 'Kuchroo, P.', 'Shinde, K.', 'Masand, G.', 'Pagare, S.', 'Khadpe, N.', 'Pai, S.S.', 'Vijayan, V.', 'RL, R.', 'Reddy, K.P.', 'Rao, P.', 'Rao, S.H.', 'Ramana, V.']",2022-01-10,biorxiv,,,False,False,True,True,True,False,False
10.1016/j.jpeds.2020.08.037,"Pediatric Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2): Clinical Presentation, Infectivity, and Immune Responses.",The Journal of pediatrics,"['Yonker, L.M.', 'Neilan, A.M.', 'Bartsch, Y.', 'Patel, A.B.', 'Regan, J.', 'Arya, P.', 'Gootkind, E.', 'Park, G.', 'Hardcastle, M.', 'John, A.S.', 'Appleman, L.', 'Chiu, M.L.', 'Fialkowski, A.', 'Flor, D.D.', 'Lima, R.', 'Bordt, E.A.', 'Yockey, L.J.', 'Avino, P.D.', 'Fischinger, S.', 'Shui, J.E.', 'Lerou, P.H.', 'Bonventre, J.V.', 'Yu, X.G.', 'Ryan, E.T.', 'Bassett, I.V.', 'Irimia, D.', 'Edlow, A.G.', 'Alter, G.', 'Li, J.Z.', 'Fasano, A.']",2020-08-23,pubmed,32827525,7438214,False,True,False,True,True,False,False
10.1101/2022.02.25.481941,"Follow-up investigation and detailed mutational characterization of the SARS-CoV-2 Omicron variant lineages (BA.1, BA.2, BA.3 and BA.1.1)",bioRxiv : the preprint server for biology,"['Abbas, Q.', 'Kusakin, A.V.', 'Sharrouf, K.', 'Jyakhwo, S.', 'Komissarov, A.S.']",2022-02-26,biorxiv,,,False,True,True,True,True,False,False
10.1186/s12916-021-02055-9,Humoral immune responses during SARS-CoV-2 mRNA vaccine administration in seropositive and seronegative individuals.,BMC medicine,"['Fraley, E.', 'Master, C.L.', 'Geanes, E.', 'Banerjee, D.', 'Khanal, S.', 'Grundberg, E.', 'Selvarangan, R.', 'Bradley, T.']",2021-07-27,pubmed,34304742,8310732,False,True,False,True,True,False,False
10.3390/vaccines9101124,Weak Cross-Lineage Neutralization by Anti SARS-CoV-2 Spike Antibodies after Natural Infection or Vaccination Is Rescued by Repeated Immunological Stimulation.,Vaccines,"['Caucci, S.', 'Corvaro, B.', 'Tiano, S.M.L.', 'Valenza, A.', 'Longo, R.', 'Marinelli, K.', 'Ferreri, M.L.', 'Spiridigliozzi, P.', 'Salvoni, G.', 'Bagnarelli, P.', 'Menzo, S.']",2021-10-27,pubmed,34696232,8537215,False,True,False,True,True,False,False
10.1016/j.cmi.2021.03.010,SARS-CoV-2 specific T-cell immunity in COVID-19 convalescent patients and unexposed controls measured by ex vivo ELISpot assay.,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,"['Cassaniti, I.', 'Percivalle, E.', 'Bergami, F.', 'Piralla, A.', 'Comolli, G.', 'Bruno, R.', 'Vecchia, M.', 'Sambo, M.', 'Colaneri, M.', 'Zuccaro, V.', 'Benazzo, M.', 'Robotti, C.', 'Calastri, A.', 'Maiorano, E.', 'Ferrari, A.', 'Cambi, G.', 'Baldanti, F.']",2021-04-05,pubmed,33813122,8016542,False,True,False,True,True,False,False
10.1038/s41598-021-01363-7,Immunogenic and efficacious SARS-CoV-2 vaccine based on resistin-trimerized spike antigen SmT1 and SLA archaeosome adjuvant.,Scientific reports,"['Akache, B.', 'Renner, T.M.', 'Tran, A.', 'Deschatelets, L.', 'Dudani, R.', 'Harrison, B.A.', 'Duque, D.', 'Haukenfrers, J.', 'Rossotti, M.A.', 'Gaudreault, F.', 'Hemraz, U.D.', 'Lam, E.', 'R, S.', 'Chen, W.', 'Gervais, C.', 'Stuible, M.', 'Krishnan, L.', 'Durocher, Y.', 'McCluskie, M.J.']",2021-11-10,pubmed,34750472,8576046,True,True,True,True,True,False,False
10.1016/j.euf.2020.06.002,COVID-19 and Kidney Disease: Molecular Determinants and Clinical Implications in Renal Cancer.,European urology focus,"['Mihalopoulos, M.', 'Dogra, N.', 'Mohamed, N.', 'Badani, K.', 'Kyprianou, N.']",2020-06-17,pubmed,32540268,7280142,False,True,False,True,True,False,False
10.3389/fimmu.2021.751584,Sensitivity of SARS-CoV-2 Variants to Neutralization by Convalescent Sera and a VH3-30 Monoclonal Antibody.,Frontiers in immunology,"['Yue, S.', 'Li, Z.', 'Lin, Y.', 'Yang, Y.', 'Yuan, M.', 'Pan, Z.', 'Hu, L.', 'Gao, L.', 'Zhou, J.', 'Tang, J.', 'Wang, Y.', 'Tian, Q.', 'Hao, Y.', 'Wang, J.', 'Huang, Q.', 'Xu, L.', 'Zhu, B.', 'Liu, P.', 'Deng, K.', 'Wang, L.', 'Ye, L.', 'Chen, X.']",2021-10-12,pubmed,34630430,8495157,False,True,False,True,True,False,False
10.1128/JVI.75.24.12228-12240.2001,Organization of two transmissible gastroenteritis coronavirus membrane protein topologies within the virion and core.,Journal of virology,"['Escors, D.', 'Camafeita, E.', 'Ortego, J.', 'Laude, H.', 'Enjuanes, L.']",2001-11-17,pubmed,11711614,116120,False,True,False,True,True,False,False
10.1128/JVI.64.12.6270-6273.1990,Immunogenic peptide comprising a mouse hepatitis virus A59 B-cell epitope and an influenza virus T-cell epitope protects against lethal infection.,Journal of virology,"['Koolen, M.J.', 'Borst, M.A.', 'Horzinek, M.C.', 'Spaan, W.J.']",1990-12-01,pubmed,1700835,,False,False,False,True,False,False,False
10.1038/s41598-021-02029-0,Dual electrochemical sensing of spiked virus and SARS-CoV-2 using natural bed-receptor (MV-gal1).,Scientific reports,"['Ghazizadeh, E.', 'Neshastehriz, A.', 'Firoozabadi, A.D.', 'Yazdi, M.K.', 'Saievar-Iranizad, E.', 'Einali, S.']",2021-11-28,pubmed,34836981,8626484,False,True,False,True,True,False,False
10.1007/s00705-015-2494-z,Immunoprophylactic effect of chicken egg yolk antibody (IgY) against a recombinant S1 domain of the porcine epidemic diarrhea virus spike protein in piglets.,Archives of virology,"['Lee, D.H.', 'Jeon, Y.', 'Park, C.', 'Kim, S.', 'Lee, D.S.', 'Lee, C.']",2015-06-24,pubmed,26100403,7087309,False,True,False,True,True,False,False
10.1101/2020.02.19.955484,Potential T-cell and B-cell Epitopes of 2019-nCoV,bioRxiv : the preprint server for biology,"['Fast, E.', 'Altman, R.B.', 'Chen, B.']",2020-03-18,biorxiv,,,False,True,False,True,True,False,True
10.1097/QAD.0000000000002945,Safety and antibody response to the first dose of severe acute respiratory syndrome coronavirus 2 messenger RNA vaccine in persons with HIV.,"AIDS (London, England)","['Ruddy, J.A.', 'Boyarsky, B.J.', 'Werbel, W.A.', 'Bailey, J.R.', 'Karaba, A.H.', 'Garonzik-Wang, J.M.', 'Segev, D.L.', 'Durand, C.M.']",2021-05-17,pubmed,33993131,,False,False,False,True,False,False,False
10.1016/j.vaccine.2021.05.047,The first Chinese national standards for SARS-CoV-2 neutralizing antibody.,Vaccine,"['Guan, L.', 'Yu, Y.', 'Wu, X.', 'Nie, J.', 'Zhang, J.', 'Wang, Z.', 'Li, N.', 'Shi, R.', 'Zhao, H.', 'Chen, H.', 'Luo, C.', 'Hu, Y.', 'Wang, Y.', 'Huang, W.', 'Xu, M.', 'Hou, J.']",2021-06-02,pubmed,34059373,8133612,False,True,False,True,True,False,False
10.1111/tid.13759,Monoclonal antibody treatment for COVID-19 in solid organ transplant recipients.,Transplant infectious disease : an official journal of the Transplantation Society,"['Sarrell, B.A.', 'Bloch, K.', 'Chediak, A.E.', 'Kumm, K.', 'Tracy, K.', 'Forbes, R.C.', 'Langone, A.', 'Thomas, L.', 'Schlendorf, K.', 'Trindade, A.J.', 'Perri, R.', 'Wright, P.', 'Concepcion, B.P.']",2021-11-18,pubmed,34787345,8646855,False,True,False,True,True,False,False
10.1002/rmv.706,"Neutralizing human monoclonal antibodies to severe acute respiratory syndrome coronavirus: target, mechanism of action, and therapeutic potential.",Reviews in medical virology,"['Coughlin, M.M.', 'Prabhakar, B.S.']",2011-09-10,pubmed,21905149,3256278,False,True,False,True,True,False,False
10.1073/pnas.2107148118,Increased in vitro neutralizing activity of SARS-CoV-2 IgA1 dimers compared to monomers and IgG.,Proceedings of the National Academy of Sciences of the United States of America,"['Sun, L.', 'Kallolimath, S.', 'Palt, R.', 'Stiasny, K.', 'Mayrhofer, P.', 'Maresch, D.', 'Eidenberger, L.', 'Steinkellner, H.']",2021-10-28,pubmed,34702738,8612245,False,True,False,True,True,False,False
10.7416/ai.2021.2466.,Neutralizing antibody responses against SARS-CoV-2 spike receptor-binding domain 13 months after the recovery from the disease.,Annali di igiene : medicina preventiva e di comunita,"['Dehgani-Mobaraki, P.', 'Zaidi, A.K.', 'Porreca, A.', 'Monti, M.', 'Floridi, E.', 'Floridi, A.']",2021-07-31,pubmed,34328495,,False,False,False,True,False,False,False
10.1038/s41541-021-00389-2,Resistance of SARS-CoV-2 variants to neutralization by convalescent plasma from early COVID-19 outbreak in Singapore.,NPJ vaccines,"['Wang, B.', 'Goh, Y.S.', 'Prince, T.', 'Ngoh, E.Z.X.', 'Salleh, S.N.M.', 'Hor, P.X.', 'Loh, C.Y.', 'Fong, S.W.', 'Hartley, C.', 'Tan, S.', 'Young, B.E.', 'Leo, Y.', 'Lye, D.C.', 'Maurer-Stroh, S.', 'Ng, L.F.P.', 'Hiscox, J.A.', 'Renia, L.', 'Cheng-IWang, ']",2021-10-27,pubmed,34697298,8546091,True,True,False,True,True,False,False
10.1101/2022.01.31.478520,Replicating RNA platform enables rapid response to the SARS-CoV-2 Omicron variant and elicits enhanced protection in naïve hamsters compared to ancestral vaccine,bioRxiv : the preprint server for biology,"['Hawman, D.W.', 'Meade-White, K.', 'Clancy, C.', 'Archer, J.', 'Hinkley, T.', 'Leventhal, S.', 'Rao, D.', 'Stamper, A.', 'Lewis, M.', 'Rosenke, R.', 'Krieger, K.', 'Randall, S.', 'Khandhar, A.P.', 'Hao, L.', 'Hsiang, T.-Y.', 'Greninger, A.L.', 'Gale, M.', 'Berglund, P.', 'Fuller, D.H.', 'Rosenke, K.', 'Feldmann, H.', 'Erasmus, J.']",2022-02-03,biorxiv,,,False,False,True,True,False,False,False
10.1016/j.immuni.2021.08.001,Rapid induction of antigen-specific CD4,Immunity,"['Painter, M.M.', 'Mathew, D.', 'Goel, R.R.', 'Apostolidis, S.A.', 'Pattekar, A.', 'Kuthuru, O.', 'Baxter, A.E.', 'Herati, R.S.', 'Oldridge, D.A.', 'Gouma, S.', 'Hicks, P.', 'Dysinger, S.', 'Lundgreen, K.A.', 'Kuri-Cervantes, L.', 'Adamski, S.', 'Hicks, A.', 'Korte, S.', 'Giles, J.R.', 'Weirick, M.E.', 'McAllister, C.M.', 'Dougherty, J.', 'Long, S.', 'Andrea, K.D.', 'Hamilton, J.T.', 'Betts, M.R.', 'Bates, P.', 'Hensley, S.E.', 'Grifoni, A.', 'Weiskopf, D.', 'Sette, A.', 'Greenplate, A.R.', 'Wherry, E.J.']",2021-08-29,pubmed,34453880,8361141,False,True,False,True,True,False,False
10.1016/j.bbrc.2009.10.115,Antibody-mediated synergy and interference in the neutralization of SARS-CoV at an epitope cluster on the spike protein.,Biochemical and biophysical research communications,"['Zhong, L.', 'Haynes, L.', 'Struble, E.B.', 'Tamin, A.', 'Virata-Theimer, M.L.', 'Zhang, P.']",2009-10-29,pubmed,19861118,7092930,False,True,False,True,True,False,False
10.1186/s12929-021-00777-9,Antibody cocktail effective against variants of SARS-CoV-2.,Journal of biomedical science,"['Liang, K.', 'Chiang, P.', 'Ko, S.', 'Chou, Y.', 'Lu, R.', 'Lin, H.', 'Chen, W.', 'Lin, Y.', 'Tao, M.', 'Jan, J.', 'Wu, H.']",2021-11-25,pubmed,34814920,8609252,False,True,False,True,True,False,False
10.1016/j.ebiom.2021.103519,Neutralisation titres against SARS-CoV-2 are sustained 6 months after onset of symptoms in individuals with mild COVID-19.,EBioMedicine,"['Underwood, A.P.', 'S, C.', 'Fernandez-Antunez, C.', 'Villadsen, S.L.', 'Winckelmann, A.A.', 'Bollerup, S.', 'Mikkelsen, L.S.', 'S, A.', 'Feng, S.', 'Fahn, U.', 'Lassauniere, R.', 'Fomsgaard, A.', 'Ramirez, S.', 'Weis, N.', 'Bukh, J.']",2021-08-23,pubmed,34419923,8375401,True,True,True,True,True,False,False
